Name,Location,Year,Car_Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine(CC),Power(bhp),Seats,Price
BMW 3 Series 320d Luxury Line,Kochi,2017,7,55389,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28.45
Honda City V AT,Kochi,2014,10,46728,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6.15
Mahindra Ssangyong Rexton RX5,Kochi,2014,10,58995,Diesel,Manual,First,12.83,2696.0,162.0,7.0,9.25
Maruti Swift Dzire LDI,Delhi,2015,9,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.85
Maruti Swift VDI BSIV,Jaipur,2014,10,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.8
Honda Brio S Option MT,Pune,2012,12,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2.3
Hyundai Grand i10 Sportz,Mumbai,2016,8,10770,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.75
Tata Zest Quadrajet 1.3 75PS XM,Pune,2017,7,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.0
Hyundai EON Era Plus,Jaipur,2015,9,91000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5
Hyundai i20 1.2 Spotz,Mumbai,2017,7,14000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.95
Volvo S60 D4 KINETIC,Delhi,2014,10,48000,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,16.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,10,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.15
Maruti Ritz VXI,Hyderabad,2014,10,32500,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,4.05
Hyundai i20 1.4 CRDi Magna,Hyderabad,2010,14,94500,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,3.1
Maruti Dzire VXI,Hyderabad,2013,11,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.49
Porsche Panamera 2010 2013 4S,Coimbatore,2010,14,42400,Petrol,Automatic,Third,8.0,4806.0,394.3,4.0,42.91
Maruti Swift VDi BSIII W/ ABS,Jaipur,2015,9,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,5.7
Honda Brio S MT,Kolkata,2014,10,35000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.85
Chevrolet Beat LS,Bangalore,2012,12,37000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2.35
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,6,32807,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.76
Honda City ZX GXi,Pune,2008,16,119000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,2.25
Maruti Ritz LXi,Mumbai,2016,8,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.65
Ford EcoSport 1.5 TDCi Trend,Delhi,2016,8,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.25
BMW 3 Series 320d,Hyderabad,2010,14,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,10.69
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,10,9000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.5
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,19,240000,Diesel,Manual,Fourth & Above,12.8,2494.0,102.0,8.0,5.1
Maruti Wagon R LXI,Mumbai,2014,10,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.25
Maruti Ertiga VDI,Mumbai,2018,6,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,9.25
Maruti Alto LXi BSIII,Hyderabad,2008,16,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.7
Maruti A-Star Vxi,Kochi,2010,14,55324,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.87
BMW X5 3.0d,Bangalore,2009,15,90000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,17.75
Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,2017,7,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,4.5
Hyundai i10 Magna AT,Bangalore,2008,16,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,2.95
Honda Civic 2006-2010 1.8 S AT,Pune,2007,17,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.6
Hyundai i10 Sportz 1.2,Hyderabad,2010,14,50000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Ahmedabad,2014,10,78616,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,15.5
Toyota Etios G,Pune,2011,13,37000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,2.8
Honda City 1.5 E MT,Kolkata,2010,14,54801,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.5
Maruti Swift Dzire VDI,Bangalore,2014,10,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75
Maruti Swift VXI,Pune,2010,14,68000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.8
Hyundai Verna 1.6 EX VTVT,Kolkata,2014,10,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,4.59
Maruti Ritz VDi,Pune,2012,12,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65
Toyota Fortuner 4x2 Manual,Mumbai,2015,9,31000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,19.85
Jeep Compass 2.0 Limited,Pune,2018,6,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,18.5
Hyundai i20 Asta Option 1.2,Hyderabad,2017,7,19860,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.95
Maruti Wagon R LXI CNG,Delhi,2014,10,48500,CNG,Manual,Second,34.32,998.0,58.16,5.0,2.85
Tata New Safari DICOR 2.2 EX 4x4 BS IV,Jaipur,2012,12,75391,Diesel,Manual,First,13.93,2179.0,138.0,7.0,3.75
Maruti Swift Dzire LDi,Jaipur,2008,16,78000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.3
Tata Indigo eCS eLS BS IV,Kolkata,2016,8,78000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.3
Maruti Swift LDI,Hyderabad,2016,8,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.95
Maruti Celerio VXI AT,Kolkata,2016,8,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.49
BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2016,8,19254,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,47.7
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2015,9,29651,Petrol,Manual,First,16.47,1198.0,74.0,5.0,6.43
Tata Safari DICOR 2.2 LX 4x2,Bangalore,2011,13,80000,Diesel,Manual,First,13.93,2179.0,138.03,7.0,4.5
Mini Cooper S Carbon Edition,Kolkata,2018,6,2971,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,39.75
Ford Figo Petrol Titanium,Kolkata,2015,9,21400,Petrol,Manual,First,15.6,1196.0,70.0,5.0,4.0
Honda City i DTEC V,Ahmedabad,2015,9,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.98
Hyundai Tucson CRDi,Delhi,2006,18,80000,Diesel,Manual,Second,12.6,1991.0,112.0,7.0,1.75
Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2013,11,81755,Diesel,Manual,First,20.0,1968.0,108.5,5.0,4.75
Toyota Fortuner 3.0 Diesel,Hyderabad,2016,8,99593,Diesel,Manual,First,11.5,2982.0,171.0,7.0,23.5
Hyundai Verna 1.6 SX,Hyderabad,2014,10,39791,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.49
Mahindra XUV500 W6 2WD,Hyderabad,2015,9,113000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.85
Renault KWID RXT,Mumbai,2017,7,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5
Hyundai i20 Asta 1.2,Bangalore,2015,9,39000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,6.3
Honda City V AT,Bangalore,2012,12,37000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6.75
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,7,61108,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,28.88
Skoda Superb Elegance 1.8 TSI AT,Kochi,2016,8,61648,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,14.23
BMW 3 Series 320d Sport,Mumbai,2012,12,37000,Diesel,Automatic,Third,22.69,1995.0,190.0,5.0,15.0
Maruti Ertiga VXI CNG,Mumbai,2013,11,53000,CNG,Manual,First,29.42,1373.0,80.9,7.0,5.8
Maruti Ritz LDi,Jaipur,2013,11,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.75
Hyundai Santro Xing XP,Jaipur,2005,19,120000,Petrol,Manual,First,0.0,1086.0,null,5.0,1.15
Toyota Fortuner 3.0 Diesel,Jaipur,2011,13,148009,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,12.75
Maruti Swift Lxi BSIII,Mumbai,2009,15,53001,Petrol,Manual,First,16.1,1298.0,88.2,5.0,1.95
Tata Tigor 1.2 Revotron XT,Mumbai,2018,6,22345,Petrol,Manual,First,20.3,1199.0,84.0,5.0,4.95
Honda City i VTEC CVT VX,Delhi,2015,9,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.25
BMW 3 Series 320d,Hyderabad,2013,11,48183,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,20.99
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2010,14,93000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,17.5
Maruti Swift VDI,Kochi,2015,9,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.36
Maruti Ertiga VXI,Delhi,2014,10,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.35
Hyundai Verna 1.6 VTVT,Kolkata,2011,13,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,2.95
Land Rover Discovery Sport TD4 HSE,Coimbatore,2019,5,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,55.7
Hyundai Santro Xing GL,Kolkata,2009,15,60170,Petrol,Manual,First,0.0,1086.0,62.0,5.0,1.15
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,7,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,37.5
Hyundai i10 Magna 1.2,Kochi,2017,7,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.07
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,12,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.99
Maruti Vitara Brezza VDi Option,Delhi,2017,7,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.9
Renault Duster 85PS Diesel RxL,Mumbai,2016,8,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,7.49
Tata Indica Vista Aqua 1.3 Quadrajet,Jaipur,2009,15,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1.1
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2016,8,16000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,56.0
Hyundai Xcent 1.2 CRDi S,Mumbai,2016,8,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,3.5
Hyundai Verna CRDi SX ABS,Hyderabad,2008,16,150000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,3.0
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,10,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.1
Ford Figo Petrol ZXI,Bangalore,2010,14,102016,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.25
Maruti Swift VDI Optional,Chennai,2016,8,38000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.95
Renault Pulse RxL,Hyderabad,2013,11,71491,Diesel,Manual,First,23.08,1461.0,63.12,5.0,4.95
Volkswagen Polo 1.2 MPI Highline,Bangalore,2015,9,46354,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,5.49
BMW 3 Series 320d Luxury Line,Delhi,2019,5,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,6.67
Skoda Rapid 1.6 MPI Active,Ahmedabad,2015,9,20765,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.25
Hyundai Santro GS,Ahmedabad,2005,19,58000,Petrol,Manual,Second,0.0,999.0,null,5.0,1.51
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,10,51076,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,34.88
Maruti Ciaz VDi Plus,Jaipur,2016,8,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.9
Honda City i DTEC VX,Kolkata,2014,10,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,5.99
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2010,14,73000,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,10.4
Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,2012,12,50001,Diesel,Automatic,First,14.57,2967.0,241.38,5.0,29.0
Mahindra Xylo H4,Coimbatore,2016,8,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,5.85
Honda City 1.5 EXI AT,Kochi,2006,18,99583,Petrol,Automatic,Third,12.0,1493.0,100.0,5.0,2.21
Maruti SX4 ZXI MT BSIV,Mumbai,2010,14,72000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.4
Toyota Corolla Altis G,Pune,2009,15,70000,Petrol,Manual,Third,14.53,1798.0,138.1,5.0,3.0
Volkswagen Vento Petrol Highline AT,Pune,2012,12,61000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,3.75
Hyundai EON Era Plus,Pune,2015,9,66510,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.95
Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,2011,13,84062,Diesel,Manual,First,20.0,1968.0,108.5,5.0,5.8
Maruti Swift VDI,Hyderabad,2012,12,80799,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.9
Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,6,5000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,16.95
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,11,92000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5
Tata Tiago Wizz 1.05 Revotorq,Hyderabad,2017,7,53000,Diesel,Manual,First,27.28,1047.0,69.0,5.0,5.0
Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,9,39822,Petrol,Manual,First,15.41,1598.0,103.52,5.0,4.68
Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2016,8,29000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.8
Renault KWID RXL,Kochi,2017,7,24214,Petrol,Manual,Second,25.17,799.0,53.3,5.0,3.46
Hyundai i20 1.4 Asta CRDi with AVN,Pune,2012,12,75000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.0
Skoda Laura Ambiente,Chennai,2012,12,77216,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,4.5
Toyota Corolla Altis Diesel D4DG,Kochi,2013,11,74290,Diesel,Manual,First,21.43,1364.0,87.2,5.0,5.87
Mahindra Scorpio S8 8 Seater,Delhi,2015,9,61000,Diesel,Manual,First,15.4,2179.0,120.0,8.0,9.5
Audi Q5 2.0 TDI Premium Plus,Chennai,2013,11,44000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,32.5
Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,2014,10,74041,Diesel,Manual,First,18.2,1248.0,73.8,8.0,3.88
BMW 3 Series 320d,Coimbatore,2013,11,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.08
Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,12,52000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3.5
Honda Accord 2.4 MT,Mumbai,2010,14,47000,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,3.5
Hyundai Verna CRDi,Bangalore,2010,14,72010,Diesel,Manual,First,16.8,1493.0,110.0,5.0,4.45
Maruti Omni E MPI STD BS IV,Jaipur,2015,9,15000,Petrol,Manual,First,16.8,796.0,34.2,8.0,2.35
Honda City i VTEC SV,Kolkata,2015,9,480000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.0
Audi A7 2011-2015 Sportback,Kolkata,2012,12,24720,Diesel,Automatic,Second,0.0,2967.0,241.4,5.0,28.0
Ford Fiesta 1.4 ZXi Leather,Chennai,2007,17,75000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,2.0
Hyundai i20 1.4 Asta,Mumbai,2015,9,57000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.35
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,9,41057,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,24.63
Maruti Wagon R LXI CNG,Pune,2012,12,92000,CNG,Manual,Second,33.81,998.0,58.2,5.0,3.0
Ford EcoSport 1.5 TDCi Trend Plus,Chennai,2016,8,20000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.9
Hyundai i20 1.2 Magna,Mumbai,2011,13,52359,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.25
Honda City i VTEC V,Delhi,2016,8,17000,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,8.25
Nissan Micra Diesel XV,Kolkata,2011,13,39002,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.85
Ford Figo Diesel EXI,Pune,2010,14,129986,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,3.2
Nissan Micra XL,Kolkata,2013,11,45000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,1.75
Maruti Swift VDI BSIV,Kolkata,2013,11,41300,Diesel,Manual,First,17.8,1248.0,null,5.0,3.38
Honda Accord 2.4 MT,Ahmedabad,2009,15,82002,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,5.75
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2010,14,67000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.7
Maruti Omni 8 Seater BSIV,Hyderabad,2017,7,21260,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.9
Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,12,55362,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4.25
Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,2017,7,13000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.5
Maruti Swift VDI BSIV,Kochi,2016,8,45725,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.34
Maruti Swift LDI BSIV,Jaipur,2014,10,105000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3.85
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,15,156056,Diesel,Manual,First,12.8,2494.0,102.0,8.0,8.5
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,8,135000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.2
Maruti Ertiga Paseo VDI,Delhi,2016,8,67000,Diesel,Manual,First,20.77,1248.0,88.7,7.0,6.75
Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,8,90000,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,26.0
Hyundai i20 1.4 Sportz,Coimbatore,2019,5,32251,Diesel,Manual,First,22.54,1396.0,88.73,5.0,8.61
Maruti Zen Estilo LXI BS IV,Mumbai,2009,15,47000,Petrol,Manual,First,19.0,998.0,67.1,5.0,1.46
Maruti Ritz VDi,Mumbai,2011,13,75308,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,2.8
Maruti Alto K10 LXI CNG Optional,Kochi,2018,6,44202,CNG,Manual,First,41.63,998.0,58.2,4.0,4.0
Honda City 1.5 S MT,Mumbai,2014,10,58000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.47
Maruti Swift Dzire ZXi,Mumbai,2009,15,60000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,2.45
BMW X1 sDrive 20d Sportline,Hyderabad,2014,10,45000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,21.5
Tata Manza Aqua Safire,Mumbai,2010,14,41195,Petrol,Manual,First,15.0,1368.0,90.0,5.0,1.38
Mahindra XUV500 W10 2WD,Chennai,2016,8,89000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.5
Hyundai i10 Sportz AT,Bangalore,2009,15,60510,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,3.1
Maruti Baleno Sigma 1.2,Mumbai,2016,8,8500,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.49
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,7,35981,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.51
Ford Figo Petrol ZXI,Mumbai,2012,12,23152,Petrol,Manual,First,15.6,1196.0,70.02,5.0,2.39
Maruti Wagon R CNG LXI,Delhi,2014,10,74663,CNG,Manual,First,43.28,998.0,67.04,5.0,3.25
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,10,61529,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,5.65
Mahindra Xylo D2 BS III,Ahmedabad,2010,14,91596,Diesel,Manual,First,14.95,2489.0,93.7,7.0,1.85
Porsche Cayenne Base,Kochi,2019,5,14298,Petrol,Automatic,First,13.33,2995.0,340.0,5.0,2.02
Maruti Swift Dzire VDi,Hyderabad,2013,11,83327,Diesel,Manual,First,19.3,1248.0,73.9,5.0,5.8
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,7,22857,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.9
Hyundai Verna 1.6 VTVT,Chennai,2013,11,34620,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.35
Hyundai i10 Era 1.1,Bangalore,2010,14,56000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.85
Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,10,81000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,22.75
Maruti Zen LXI,Jaipur,1998,26,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.45
Hyundai i10 Sportz,Coimbatore,2013,11,32776,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.64
Honda Amaze S i-Dtech,Coimbatore,2016,8,51587,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.27
Tata Safari Storme VX,Jaipur,2016,8,36000,Diesel,Manual,First,14.1,2179.0,148.0,7.0,10.0
Honda Brio 1.2 S MT,Mumbai,2015,9,22000,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.95
Hyundai i20 Asta,Kochi,2010,14,30754,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.38
Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,2018,6,37109,Petrol,Manual,First,14.69,1390.0,120.33,5.0,16.8
Honda Jazz Select Edition,Kolkata,2010,14,45000,Petrol,Manual,First,16.7,1198.0,88.8,5.0,1.99
Hyundai Grand i10 Sportz,Coimbatore,2017,7,33284,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.84
Jaguar XF Diesel,Coimbatore,2016,8,55115,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,36.15
Jaguar XF 2.2 Litre Luxury,Kolkata,2014,10,18000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,25.7
Mahindra XUV500 W8 2WD,Coimbatore,2013,11,130790,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.24
Maruti S Cross DDiS 320 Alpha,Delhi,2015,9,16607,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.65
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,9,32205,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.31
Renault Duster 110PS Diesel RxZ,Delhi,2013,11,67000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.75
Maruti Swift Dzire VXI,Coimbatore,2014,10,57676,Petrol,Manual,First,19.1,1197.0,85.8,5.0,6.69
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,12,41000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.1
Maruti Omni 8 Seater BSII,Jaipur,2012,12,65000,Petrol,Manual,First,19.7,796.0,35.0,8.0,1.55
Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,5,12153,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,6.84
Tata Nano Twist XT,Hyderabad,2014,10,16810,Petrol,Manual,First,25.4,624.0,37.5,4.0,1.6
Audi A4 30 TFSI Premium Plus,Kochi,2017,7,61221,Petrol,Automatic,First,17.84,1395.0,147.51,5.0,21.73
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,9,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.75
Maruti Alto 800 LXI,Chennai,2015,9,63714,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.45
Mini Cooper 5 DOOR D,Kochi,2019,5,14857,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,31.55
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,12,69000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,10.25
Ford Endeavour Titanium 4X2,Coimbatore,2019,5,14648,Diesel,Manual,First,12.62,2198.0,158.0,7.0,27.36
Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,11,100000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,6.5
Hyundai Grand i10 Magna,Jaipur,2016,8,22000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.25
Chevrolet Sail 1.2 LS,Mumbai,2014,10,10000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,5.5
Maruti Swift Dzire LXI,Kolkata,2015,9,107000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,4.0
Tata Zest Revotron 1.2T XM,Kochi,2017,7,48198,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.65
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,9,15000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,28.5
Chevrolet Cruze LTZ,Coimbatore,2014,10,80073,Diesel,Manual,First,17.3,1998.0,163.7,5.0,7.11
Maruti Ritz VDi,Hyderabad,2013,11,85388,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.9
Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,7,14700,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.6
Maruti Dzire LDI,Pune,2012,12,150000,Diesel,Manual,Third,28.4,1248.0,73.75,5.0,2.25
Hyundai Verna 1.6 SX,Kolkata,2011,13,34994,Diesel,Manual,First,22.32,1582.0,126.32,5.0,3.9
Jaguar XF Diesel,Coimbatore,2014,10,82536,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,28.63
Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,11,82000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25
Maruti Wagon R LXI,Pune,2006,18,52000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,2.0
Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,13,20000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.5
Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,13,55000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,5.0
Maruti Eeco CNG 5 Seater AC,Ahmedabad,2015,9,47001,CNG,Manual,First,25.81,1196.0,63.0,5.0,3.72
